"","pathway","N","DE","P.DE","FDR","mean_change_PM_vs_BM","dir","subset"
"854","GO:0061316 canonical Wnt receptor signaling pathway involved in heart development",6,6,0.0394538238545961,0.793788760503128,1.64042970546315e-05,"hyper","Biological processes"
"855","GO:0044427 chromosomal part",534,315,0.0396836120199334,0.796011560080475,-0.000801350472684788,"hypo","Cellular components"
"856","GO:0051271 negative regulation of cellular component movement",134,90,0.0397279149736048,0.796011560080475,-0.00153163937679349,"hypo","Biological processes"
"857","GO:0042551 neuron maturation",30,24,0.039771540320102,0.796011560080475,-0.000902568642513112,"hypo","Biological processes"
"858","GO:0009975 cyclase activity",22,18,0.0397882129087511,0.796011560080475,-0.0182470280155196,"hypo","Molecular function"
"859","GO:0030291 protein serine/threonine kinase inhibitor activity",22,17,0.0398145391712054,0.796011560080475,0.00729726630128494,"hyper","Molecular function"
"860","GO:0046034 ATP metabolic process",123,80,0.0398422734064258,0.796011560080475,-0.00753597206160737,"hypo","Biological processes"
"861","GO:0050932 regulation of pigment cell differentiation",7,7,0.0399533814988868,0.797304298390096,-0.00775967482877169,"hypo","Biological processes"
"862","GO:0031045 dense core granule",7,7,0.0400553656263373,0.798412171916157,-0.00390268142201223,"hypo","Cellular components"
"863","GO:1901135 carbohydrate derivative metabolic process",1325,783,0.0401466462425608,0.799304375132885,-0.00602629905316406,"hypo","Biological processes"
"864","GO:0008168 methyltransferase activity",183,113,0.0402756843284917,0.800945379782574,-0.00329582307116232,"hypo","Molecular function"
"865","GO:0016192 vesicle-mediated transport",889,541,0.0404158791246134,0.801586402586736,-0.00421261013558438,"hypo","Biological processes"
"866","GO:0008324 cation transmembrane transporter activity",559,343,0.0404222336688861,0.801586402586736,-0.0109780214248602,"hypo","Molecular function"
"867","GO:0010941 regulation of cell death",1227,727,0.0404478763265452,0.801586402586736,-0.00256958905388694,"hypo","Biological processes"
"868","GO:0007626 locomotory behavior",147,100,0.0404954293614066,0.801604224985816,-0.00605405665577518,"hypo","Biological processes"
"869","GO:0031967 organelle envelope",819,476,0.0405442226363548,0.801646528582105,-0.00396557711152676,"hypo","Cellular components"
"870","GO:0030864 cortical actin cytoskeleton",34,26,0.0406395032686259,0.802606833519001,-0.00468241806155184,"hypo","Cellular components"
"871","GO:1901566 organonitrogen compound biosynthetic process",645,388,0.0407477818812089,0.802882362136735,-0.00638554910280603,"hypo","Biological processes"
"872","GO:0035091 phosphatidylinositol binding",151,102,0.0408889274040227,0.802882362136735,-0.0066729824730941,"hypo","Molecular function"
"873","GO:0000725 recombinational repair",56,38,0.0409010884097502,0.802882362136735,0.00119496918482481,"hyper","Biological processes"
"874","GO:0010470 regulation of gastrulation",30,23,0.0409045929101148,0.802882362136735,-0.00163772203956385,"hypo","Biological processes"
"875","GO:0009203 ribonucleoside triphosphate catabolic process",403,253,0.0410567077094799,0.802882362136735,-0.00531378330341127,"hypo","Biological processes"
"876","GO:0009207 purine ribonucleoside triphosphate catabolic process",403,253,0.0410567077094799,0.802882362136735,-0.00531378330341127,"hypo","Biological processes"
"877","GO:0007076 mitotic chromosome condensation",13,11,0.0411126682275009,0.802882362136735,-0.00890342331047289,"hypo","Biological processes"
"878","GO:0044764 multi-organism cellular process",693,404,0.0411498797954194,0.802882362136735,-0.00153210260945715,"hypo","Biological processes"
"879","GO:0031644 regulation of neurological system process",211,139,0.0412297029880428,0.802882362136735,-0.00827516590620414,"hypo","Biological processes"
"880","GO:0031514 motile cilium",138,89,0.0412445885173729,0.802882362136735,-0.00611498738382313,"hypo","Cellular components"
"881","GO:1901293 nucleoside phosphate biosynthetic process",282,173,0.0412678658318012,0.802882362136735,-0.00710252417936883,"hypo","Biological processes"
"882","GO:0007270 neuron-neuron synaptic transmission",88,62,0.041306361847167,0.802882362136735,-0.00970146408630178,"hypo","Biological processes"
"883","GO:0005765 lysosomal membrane",139,89,0.0413175588045384,0.802882362136735,-0.00696338861425598,"hypo","Cellular components"
"884","GO:0014069 postsynaptic density",103,73,0.0413543761198353,0.802882362136735,-0.0125133428169279,"hypo","Cellular components"
"885","GO:0044327 dendritic spine head",103,73,0.0413543761198353,0.802882362136735,-0.0125133428169279,"hypo","Cellular components"
"886","GO:0070838 divalent metal ion transport",237,150,0.0415614119591962,0.805991174134209,-0.0101811656554995,"hypo","Biological processes"
"887","GO:0008380 RNA splicing",323,191,0.0416403961835506,0.80661249969083,-0.000659782994670923,"hypo","Biological processes"
"888","GO:0051320 S phase",148,94,0.041693357608024,0.806728908131834,-0.00179879160571513,"hypo","Biological processes"
"889","GO:0060430 lung saccule development",7,7,0.041742120876644,0.806763915525869,-0.0109708722010008,"hypo","Biological processes"
"890","GO:1901565 organonitrogen compound catabolic process",728,441,0.0418385575598721,0.80771920898171,-0.00758385177745642,"hypo","Biological processes"
"891","GO:0070412 R-SMAD binding",18,15,0.0420556848514191,0.810999749850823,-0.000501229190174747,"hypo","Molecular function"
"892","GO:0004702 receptor signaling protein serine/threonine kinase activity",48,36,0.0422295906909122,0.813340006527218,-0.00629549637184111,"hypo","Molecular function"
"893","GO:0015079 potassium ion transmembrane transporter activity",125,84,0.0423326252550299,0.813340006527218,-0.01226032047173,"hypo","Molecular function"
"894","GO:0018210 peptidyl-threonine modification",56,41,0.0423502075393266,0.813340006527218,-0.00217766176972596,"hypo","Biological processes"
"895","GO:0051494 negative regulation of cytoskeleton organization",76,53,0.0423771965278748,0.813340006527218,0.00205825586353337,"hyper","Biological processes"
"896","GO:0022407 regulation of cell-cell adhesion",74,52,0.0424655217361722,0.813340006527218,-0.0114329540090558,"hypo","Biological processes"
"897","GO:0032414 positive regulation of ion transmembrane transporter activity",29,23,0.04248027963207,0.813340006527218,-0.00503345628037974,"hypo","Biological processes"
"898","GO:0019838 growth factor binding",105,73,0.0425124533655746,0.813340006527218,-0.00808360014020017,"hypo","Molecular function"
"899","GO:0032205 negative regulation of telomere maintenance",9,8,0.042596129008049,0.813340006527218,-0.00987177627903104,"hypo","Biological processes"
"900","GO:0030010 establishment of cell polarity",71,52,0.0426119840248261,0.813340006527218,-0.00306061906579198,"hypo","Biological processes"
"901","GO:0060677 ureteric bud elongation",7,7,0.0426504100733921,0.813340006527218,-0.00637397937345324,"hypo","Biological processes"
"902","GO:2000021 regulation of ion homeostasis",150,96,0.0429887908260692,0.817883843056784,-0.00796250209808085,"hypo","Biological processes"
"903","GO:0007224 smoothened signaling pathway",87,61,0.0429911222844729,0.817883843056784,-0.00366966791517056,"hypo","Biological processes"
"904","GO:0034629 cellular protein complex localization",10,9,0.0430314860972723,0.817883843056784,-0.000422089056939049,"hypo","Biological processes"
"905","GO:0030072 peptide hormone secretion",187,121,0.0433768476498312,0.822053920235504,-0.00670458350893647,"hypo","Biological processes"
"906","GO:0071604 transforming growth factor beta production",18,14,0.0433944189066233,0.822053920235504,-0.00747530680812455,"hypo","Biological processes"
"907","GO:0071634 regulation of transforming growth factor beta production",18,14,0.0433944189066233,0.822053920235504,-0.00747530680812455,"hypo","Biological processes"
"908","GO:0048070 regulation of developmental pigmentation",14,12,0.0435664758228084,0.822488877849286,-0.00892876548868886,"hypo","Biological processes"
"909","GO:0090009 primitive streak formation",10,9,0.0436074360742513,0.822488877849286,0.0160472810578155,"hyper","Biological processes"
"910","GO:0030517 negative regulation of axon extension",16,14,0.0436497658161188,0.822488877849286,-0.00180277347080375,"hypo","Biological processes"
"911","GO:0007266 Rho protein signal transduction",117,81,0.0436552596401508,0.822488877849286,-0.00658403309936639,"hypo","Biological processes"
"912","GO:0019321 pentose metabolic process",15,12,0.0436567254451489,0.822488877849286,-0.0155660862527783,"hypo","Biological processes"
"913","GO:0018107 peptidyl-threonine phosphorylation",53,39,0.0437281378120312,0.822931942920394,-0.00254797339803493,"hypo","Biological processes"
"914","GO:0005694 chromosome",628,370,0.0437872405636093,0.82314263387739,-0.000942963912821127,"hypo","Cellular components"
"915","GO:0004707 MAP kinase activity",14,12,0.0441312212780076,0.828337293860905,0.000181822119794156,"hyper","Molecular function"
"916","GO:0021527 spinal cord association neuron differentiation",14,12,0.0441599907564072,0.828337293860905,0.00456711466097614,"hyper","Biological processes"
"917","GO:0044325 ion channel binding",49,36,0.0442346188658822,0.828832302457566,-0.00498925469511252,"hypo","Molecular function"
"918","GO:0060090 binding, bridging",141,94,0.044461867271197,0.830433008263373,-0.007832371727914,"hypo","Molecular function"
"919","GO:0015911 plasma membrane long-chain fatty acid transport",7,7,0.0444706517727281,0.830433008263373,-0.0196776576828215,"hypo","Biological processes"
"920","GO:0019692 deoxyribose phosphate metabolic process",29,21,0.0444899668064093,0.830433008263373,-0.000419037008646733,"hypo","Biological processes"
"921","GO:0045744 negative regulation of G-protein coupled receptor protein signaling pathway",63,44,0.0445521326334459,0.830433008263373,-0.0152056206894669,"hypo","Biological processes"
"922","GO:0000785 chromatin",295,177,0.0445771556224113,0.830433008263373,-0.000474201937551985,"hypo","Cellular components"
"923","GO:0043235 receptor complex",169,112,0.0446100376339828,0.830433008263373,-0.00909503529343716,"hypo","Cellular components"
"924","GO:0048172 regulation of short-term neuronal synaptic plasticity",7,7,0.04484957240268,0.83287637005279,-0.00114577087051587,"hypo","Biological processes"
"925","GO:0045008 depyrimidination",5,5,0.0449470452880689,0.83287637005279,0.0239947293658621,"hyper","Biological processes"
"926","GO:0043218 compact myelin",15,13,0.0449492386682357,0.83287637005279,-0.00473399315312334,"hypo","Cellular components"
"927","GO:0016052 carbohydrate catabolic process",137,86,0.0449772544443403,0.83287637005279,-0.00804321360698024,"hypo","Biological processes"
"928","GO:0006007 glucose catabolic process",76,51,0.0449836614718303,0.83287637005279,-0.00716658225981581,"hypo","Biological processes"
"929","GO:0031346 positive regulation of cell projection organization",136,94,0.045272033927341,0.837313333627097,-0.00550760286679029,"hypo","Biological processes"
"930","GO:0048246 macrophage chemotaxis",18,13,0.0453715693519816,0.837653327281442,-0.0134794034612288,"hypo","Biological processes"
"931","GO:0042623 ATPase activity, coupled",279,178,0.0453879203642779,0.837653327281442,-0.00475007922207001,"hypo","Molecular function"
"932","GO:0031674 I band",96,66,0.0456065038650422,0.839477395504218,-0.0116090711024846,"hypo","Cellular components"
"933","GO:0044344 cellular response to fibroblast growth factor stimulus",158,106,0.045618634878236,0.839477395504218,-0.00206299954557423,"hypo","Biological processes"
"934","GO:0004890 GABA-A receptor activity",19,15,0.0456389575039282,0.839477395504218,-0.00332923902955176,"hypo","Molecular function"
"935","GO:0006182 cGMP biosynthetic process",20,15,0.0456821886157865,0.839477395504218,-0.0041305778508609,"hypo","Biological processes"
"936","GO:0019201 nucleotide kinase activity",22,18,0.0458312629372471,0.841013159808321,-0.00141879454037809,"hypo","Molecular function"
"937","GO:0030145 manganese ion binding",41,28,0.0458636556128738,0.841013159808321,-0.00462188008180494,"hypo","Molecular function"
"938","GO:0033135 regulation of peptidyl-serine phosphorylation",66,46,0.0459465399698693,0.841044824192859,-0.00654496535447517,"hypo","Biological processes"
"939","GO:0007435 salivary gland morphogenesis",35,27,0.0459632807541086,0.841044824192859,-0.00398232237469489,"hypo","Biological processes"
"940","GO:0030799 regulation of cyclic nucleotide metabolic process",105,68,0.0461209725753633,0.842192604790756,-0.00556294822681307,"hypo","Biological processes"
"941","GO:0032984 macromolecular complex disassembly",182,109,0.0461240391751892,0.842192604790756,0.00275000601984309,"hyper","Biological processes"
"942","GO:0000768 syncytium formation by plasma membrane fusion",19,16,0.0462614660466823,0.843805211904559,-0.00946891162351527,"hypo","Biological processes"
"943","GO:0005813 centrosome",379,235,0.0464273893808858,0.844858089281113,-0.00529803355616243,"hypo","Cellular components"
"944","GO:0030834 regulation of actin filament depolymerization",33,25,0.0464471008880327,0.844858089281113,-0.00347746806259129,"hypo","Biological processes"
"945","GO:0035067 negative regulation of histone acetylation",10,9,0.0464857299616192,0.844858089281113,-0.0099373720603051,"hypo","Biological processes"
"946","GO:0016051 carbohydrate biosynthetic process",166,105,0.0465158743138129,0.844858089281113,-0.00580798720181076,"hypo","Biological processes"
"947","GO:0030810 positive regulation of nucleotide biosynthetic process",69,45,0.0467352118921508,0.847051066171872,-0.00412013163888756,"hypo","Biological processes"
"948","GO:1900373 positive regulation of purine nucleotide biosynthetic process",69,45,0.0467352118921508,0.847051066171872,-0.00412013163888756,"hypo","Biological processes"
"949","GO:0008093 cytoskeletal adaptor activity",20,17,0.0468850245038284,0.847945738360463,0.00312083234402489,"hyper","Molecular function"
"950","GO:0014731 spectrin-associated cytoskeleton",7,7,0.0469247880175029,0.847945738360463,-0.00752593591932837,"hypo","Cellular components"
"951","GO:0048568 embryonic organ development",344,220,0.0469521380696851,0.847945738360463,-0.00105907683846186,"hypo","Biological processes"
"952","GO:0070411 I-SMAD binding",11,10,0.0469819778209266,0.847945738360463,0.00535951144932629,"hyper","Molecular function"
"953","GO:0000084 S phase of mitotic cell cycle",140,89,0.047424578406997,0.855035788236121,-0.0012718000645076,"hypo","Biological processes"
"954","GO:0043230 extracellular organelle",66,46,0.0476201938121252,0.856764575999931,-0.00116055056387173,"hypo","Cellular components"
"955","GO:0065010 extracellular membrane-bounded organelle",66,46,0.0476201938121252,0.856764575999931,-0.00116055056387173,"hypo","Cellular components"
"956","GO:0016023 cytoplasmic membrane-bounded vesicle",853,512,0.0477325766645728,0.857507104072338,-0.00528968989659529,"hypo","Cellular components"
"957","GO:0046878 positive regulation of saliva secretion",5,5,0.0477612791640803,0.857507104072338,-0.000579086551543699,"hypo","Biological processes"
"958","GO:0072176 nephric duct development",11,10,0.0478152559966423,0.85758009241577,-0.00879173585882443,"hypo","Biological processes"
"959","GO:0051129 negative regulation of cellular component organization",338,215,0.0479570370300846,0.859226079510859,-0.00242590071981843,"hypo","Biological processes"
"960","GO:0001701 in utero embryonic development",330,210,0.0481577917158318,0.860637095468535,-0.00441832449922188,"hypo","Biological processes"
"961","GO:0021587 cerebellum morphogenesis",29,23,0.0482216271570231,0.860637095468535,-0.000481716761366427,"hypo","Biological processes"
"962","GO:0032970 regulation of actin filament-based process",210,136,0.048252129850467,0.860637095468535,-0.00305202920516658,"hypo","Biological processes"
"963","GO:0033261 regulation of S phase",33,25,0.0482570775966701,0.860637095468535,-0.00583488279610019,"hypo","Biological processes"
"964","GO:0004713 protein tyrosine kinase activity",144,101,0.0483374350865849,0.860637095468535,-0.00851344181072444,"hypo","Molecular function"
"965","GO:0045211 postsynaptic membrane",185,123,0.0483712190293937,0.860637095468535,-0.00998680694967887,"hypo","Cellular components"
"966","GO:1900544 positive regulation of purine nucleotide metabolic process",72,47,0.0483864180085324,0.860637095468535,-0.00446954753013012,"hypo","Biological processes"
"967","GO:0022843 voltage-gated cation channel activity",128,87,0.0486376356427611,0.86421081242391,-0.0125261822843184,"hypo","Molecular function"
"968","GO:0034399 nuclear periphery",102,69,0.048836931160469,0.866855528098325,-0.00499855957856983,"hypo","Cellular components"
"969","GO:0032355 response to estradiol stimulus",70,48,0.0489759962716179,0.868426798698595,-0.00321482977087656,"hypo","Biological processes"
"970","GO:0016787 hydrolase activity",2297,1315,0.049271002883907,0.871895694039172,-0.00600041937907513,"hypo","Molecular function"
"971","GO:0009165 nucleotide biosynthetic process",278,170,0.0493163561855413,0.871895694039172,-0.00696083024293526,"hypo","Biological processes"
"972","GO:0071156 regulation of cell cycle arrest",272,167,0.0493238630314326,0.871895694039172,-0.00308328599866665,"hypo","Biological processes"
"973","GO:0072009 nephron epithelium development",48,35,0.0494220389905448,0.872111573062345,-0.000781358242658482,"hypo","Biological processes"
"974","GO:0048638 regulation of developmental growth",108,75,0.0494748233442439,0.872111573062345,-0.00242013639488611,"hypo","Biological processes"
"975","GO:0070679 inositol 1,4,5 trisphosphate binding",6,6,0.0495032749484955,0.872111573062345,0.0113993768045531,"hyper","Molecular function"
"976","GO:0061299 retina vasculature morphogenesis in camera-type eye",6,6,0.04953910460417,0.872111573062345,0.00262305363571121,"hyper","Biological processes"
"977","GO:0045295 gamma-catenin binding",12,11,0.0495981723377653,0.872257724777363,-0.00376836300039072,"hypo","Molecular function"
"978","GO:0007191 adenylate cyclase-activating dopamine receptor signaling pathway",10,9,0.0499906613348809,0.877474180881653,-0.00927061877048068,"hypo","Biological processes"
